DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;
01/01/2021;0;0;current;;;;1;07/10/2024;JLF;
14/01/2021;0;0;compute_energy;;;;0;03/04/2025;JLF;
15/01/2021;0;0;chlorophyll;;;;2;02/04/2025;JLF;
20/01/2021;0;0;microNekton;;;;2;01/07/2025;JLF;
01/02/2021;0;0;current;;;;3;07/10/2024;JLF;
15/02/2021;0;0;chlorophyll;;;;4;02/04/2025;JLF;
20/02/2021;0;0;microNekton;;;;4;01/07/2025;JLF;
01/03/2021;0;0;current;;;;5;07/10/2024;JLF;
15/03/2021;0;0;chlorophyll;;;;6;02/04/2025;JLF;
20/03/2021;0;0;microNekton;;;;6;01/07/2025;JLF;
01/04/2021;0;0;current;;;;7;07/10/2024;JLF;
14/04/2021;0;0;compute_energy;;;;1;03/04/2025;JLF;
15/04/2021;0;0;chlorophyll;;;;8;02/04/2025;JLF;
20/04/2021;0;0;microNekton;;;;8;01/07/2025;JLF;
01/05/2021;0;0;current;;;;9;07/10/2024;JLF;
15/05/2021;0;0;chlorophyll;;;;10;02/04/2025;JLF;
20/05/2021;0;0;microNekton;;;;10;01/07/2025;JLF;
01/06/2021;0;0;current;;;;11;07/10/2024;JLF;
15/06/2021;0;0;chlorophyll;;;;12;02/04/2025;JLF;
20/06/2021;0;0;microNekton;;;;12;01/07/2025;JLF;
01/07/2021;0;0;current;;;;13;07/10/2024;JLF;
14/07/2021;0;0;compute_energy;;;;2;03/04/2025;JLF;
15/07/2021;0;0;chlorophyll;;;;14;02/04/2025;JLF;
20/07/2021;0;0;microNekton;;;;14;01/07/2025;JLF;
01/08/2021;0;0;current;;;;15;07/10/2024;JLF;
15/08/2021;0;0;chlorophyll;;;;16;02/04/2025;JLF;
20/08/2021;0;0;microNekton;;;;16;01/07/2025;JLF;
01/09/2021;0;0;current;;;;17;07/10/2024;JLF;
15/09/2021;0;0;chlorophyll;;;;18;02/04/2025;JLF;
20/09/2021;0;0;microNekton;;;;18;01/07/2025;JLF;
01/10/2021;0;0;current;;;;19;07/10/2024;JLF;
14/10/2021;0;0;compute_energy;;;;3;03/04/2025;JLF;
15/10/2021;0;0;chlorophyll;;;;20;02/04/2025;JLF;
20/10/2021;0;0;microNekton;;;;20;01/07/2025;JLF;
01/11/2021;0;0;current;;;;21;07/10/2024;JLF;
15/11/2021;0;0;chlorophyll;;;;22;02/04/2025;JLF;
20/11/2021;0;0;microNekton;;;;22;01/07/2025;JLF;
01/12/2021;0;0;current;;;;23;07/10/2024;JLF;
15/12/2021;0;0;chlorophyll;;;;24;02/04/2025;JLF;
20/12/2021;0;0;microNekton;;;;24;01/07/2025;JLF;
01/01/2022;0;0;current;;;;25;07/10/2024;JLF;
14/01/2022;0;0;compute_energy;;;;4;03/04/2025;JLF;
15/01/2022;0;0;chlorophyll;;;;26;02/04/2025;JLF;
20/01/2022;0;0;microNekton;;;;26;01/07/2025;JLF;
01/02/2022;0;0;current;;;;27;07/10/2024;JLF;
15/02/2022;0;0;chlorophyll;;;;28;02/04/2025;JLF;
20/02/2022;0;0;microNekton;;;;28;01/07/2025;JLF;
01/03/2022;0;0;current;;;;29;07/10/2024;JLF;
15/03/2022;0;0;chlorophyll;;;;30;02/04/2025;JLF;
20/03/2022;0;0;microNekton;;;;30;01/07/2025;JLF;
01/04/2022;0;0;current;;;;31;07/10/2024;JLF;
14/04/2022;0;0;compute_energy;;;;5;03/04/2025;JLF;
15/04/2022;0;0;chlorophyll;;;;32;02/04/2025;JLF;
20/04/2022;0;0;microNekton;;;;32;01/07/2025;JLF;
01/05/2022;0;0;current;;;;33;07/10/2024;JLF;
15/05/2022;0;0;chlorophyll;;;;34;02/04/2025;JLF;
20/05/2022;0;0;microNekton;;;;34;01/07/2025;JLF;
01/06/2022;0;0;current;;;;35;07/10/2024;JLF;
15/06/2022;0;0;chlorophyll;;;;36;02/04/2025;JLF;
20/06/2022;0;0;microNekton;;;;36;01/07/2025;JLF;
01/07/2022;0;0;current;;;;37;07/10/2024;JLF;
14/07/2022;0;0;compute_energy;;;;6;03/04/2025;JLF;
15/07/2022;0;0;chlorophyll;;;;38;02/04/2025;JLF;
20/07/2022;0;0;microNekton;;;;38;01/07/2025;JLF;
01/08/2022;0;0;current;;;;39;07/10/2024;JLF;
15/08/2022;0;0;chlorophyll;;;;40;02/04/2025;JLF;
20/08/2022;0;0;microNekton;;;;40;01/07/2025;JLF;
01/09/2022;0;0;current;;;;41;07/10/2024;JLF;
15/09/2022;0;0;chlorophyll;;;;42;02/04/2025;JLF;
20/09/2022;0;0;microNekton;;;;42;01/07/2025;JLF;
01/10/2022;0;0;current;;;;43;07/10/2024;JLF;
14/10/2022;0;0;compute_energy;;;;7;03/04/2025;JLF;
15/10/2022;0;0;chlorophyll;;;;44;02/04/2025;JLF;
20/10/2022;0;0;microNekton;;;;44;01/07/2025;JLF;
01/11/2022;0;0;current;;;;45;07/10/2024;JLF;
15/11/2022;0;0;chlorophyll;;;;46;02/04/2025;JLF;
20/11/2022;0;0;microNekton;;;;46;01/07/2025;JLF;
01/12/2022;0;0;current;;;;47;07/10/2024;JLF;
15/12/2022;0;0;chlorophyll;;;;48;02/04/2025;JLF;
20/12/2022;0;0;microNekton;;;;48;01/07/2025;JLF;
01/01/2023;0;0;current;;;;49;07/10/2024;JLF;
14/01/2023;0;0;compute_energy;;;;8;03/04/2025;JLF;
15/01/2023;0;0;chlorophyll;;;;50;02/04/2025;JLF;
20/01/2023;0;0;microNekton;;;;50;01/07/2025;JLF;
01/02/2023;0;0;current;;;;51;07/10/2024;JLF;
15/02/2023;0;0;chlorophyll;;;;52;02/04/2025;JLF;
20/02/2023;0;0;microNekton;;;;52;01/07/2025;JLF;
01/03/2023;0;0;current;;;;53;07/10/2024;JLF;
15/03/2023;0;0;chlorophyll;;;;54;02/04/2025;JLF;
20/03/2023;0;0;microNekton;;;;54;01/07/2025;JLF;
01/04/2023;0;0;current;;;;55;07/10/2024;JLF;
14/04/2023;0;0;compute_energy;;;;9;03/04/2025;JLF;
15/04/2023;0;0;chlorophyll;;;;56;02/04/2025;JLF;
20/04/2023;0;0;microNekton;;;;56;01/07/2025;JLF;
01/05/2023;0;0;current;;;;57;07/10/2024;JLF;
15/05/2023;0;0;chlorophyll;;;;58;02/04/2025;JLF;
20/05/2023;0;0;microNekton;;;;58;01/07/2025;JLF;
01/06/2023;0;0;current;;;;59;07/10/2024;JLF;
15/06/2023;0;0;chlorophyll;;;;60;02/04/2025;JLF;
20/06/2023;0;0;microNekton;;;;60;01/07/2025;JLF;
01/07/2023;0;0;current;;;;61;07/10/2024;JLF;
14/07/2023;0;0;compute_energy;;;;10;03/04/2025;JLF;
15/07/2023;0;0;chlorophyll;;;;62;02/04/2025;JLF;
20/07/2023;0;0;microNekton;;;;62;01/07/2025;JLF;
01/08/2023;0;0;current;;;;63;07/10/2024;JLF;
15/08/2023;0;0;chlorophyll;;;;64;02/04/2025;JLF;
20/08/2023;0;0;microNekton;;;;64;01/07/2025;JLF;
01/09/2023;0;0;current;;;;65;07/10/2024;JLF;
15/09/2023;0;0;chlorophyll;;;;66;02/04/2025;JLF;
20/09/2023;0;0;microNekton;;;;66;01/07/2025;JLF;
01/10/2023;0;0;current;;;;67;07/10/2024;JLF;
14/10/2023;0;0;compute_energy;;;;11;03/04/2025;JLF;
15/10/2023;0;0;chlorophyll;;;;68;02/04/2025;JLF;
20/10/2023;0;0;microNekton;;;;68;01/07/2025;JLF;
01/11/2023;0;0;current;;;;69;07/10/2024;JLF;
15/11/2023;0;0;chlorophyll;;;;70;02/04/2025;JLF;
20/11/2023;0;0;microNekton;;;;70;01/07/2025;JLF;
01/12/2023;0;0;current;;;;71;07/10/2024;JLF;
15/12/2023;0;0;chlorophyll;;;;72;02/04/2025;JLF;
20/12/2023;0;0;microNekton;;;;72;01/07/2025;JLF;
01/01/2024;0;0;current;;;;73;07/10/2024;JLF;
14/01/2024;0;0;compute_energy;;;;12;03/04/2025;JLF;
15/01/2024;0;0;chlorophyll;;;;74;02/04/2025;JLF;
20/01/2024;0;0;microNekton;;;;74;01/07/2025;JLF;
01/02/2024;0;0;current;;;;75;07/10/2024;JLF;
15/02/2024;0;0;chlorophyll;;;;76;02/04/2025;JLF;
20/02/2024;0;0;microNekton;;;;76;01/07/2025;JLF;
01/03/2024;0;0;current;;;;77;07/10/2024;JLF;
15/03/2024;0;0;chlorophyll;;;;78;02/04/2025;JLF;
20/03/2024;0;0;microNekton;;;;78;01/07/2025;JLF;
01/04/2024;0;0;current;;;;79;07/10/2024;JLF;
14/04/2024;0;0;compute_energy;;;;13;03/04/2025;JLF;
15/04/2024;0;0;chlorophyll;;;;80;02/04/2025;JLF;
20/04/2024;0;0;microNekton;;;;80;01/07/2025;JLF;
01/05/2024;0;0;current;;;;81;07/10/2024;JLF;
15/05/2024;0;0;chlorophyll;;;;82;02/04/2025;JLF;
20/05/2024;0;0;microNekton;;;;82;01/07/2025;JLF;
01/06/2024;0;0;current;;;;83;07/10/2024;JLF;
15/06/2024;0;0;chlorophyll;;;;84;02/04/2025;JLF;
20/06/2024;0;0;microNekton;;;;84;01/07/2025;JLF;
01/07/2024;0;0;current;;;;85;07/10/2024;JLF;
14/07/2024;0;0;compute_energy;;;;14;03/04/2025;JLF;
15/07/2024;0;0;chlorophyll;;;;86;02/04/2025;JLF;
20/07/2024;0;0;microNekton;;;;86;01/07/2025;JLF;
01/08/2024;0;0;current;;;;87;07/10/2024;JLF;
15/08/2024;0;0;chlorophyll;;;;88;02/04/2025;JLF;
20/08/2024;0;0;microNekton;;;;88;01/07/2025;JLF;
01/09/2024;0;0;current;;;;89;07/10/2024;JLF;
15/09/2024;0;0;chlorophyll;;;;90;02/04/2025;JLF;
20/09/2024;0;0;microNekton;;;;90;01/07/2025;JLF;
01/10/2024;0;0;current;;;;91;07/10/2024;JLF;
14/10/2024;0;0;compute_energy;;;;15;03/04/2025;JLF;
15/10/2024;0;0;chlorophyll;;;;92;02/04/2025;JLF;
20/10/2024;0;0;microNekton;;;;92;01/07/2025;JLF;
01/11/2024;0;0;current;;;;93;07/10/2024;JLF;
15/11/2024;0;0;chlorophyll;;;;94;02/04/2025;JLF;
20/11/2024;0;0;microNekton;;;;94;01/07/2025;JLF;
01/12/2024;0;0;current;;;;95;07/10/2024;JLF;
15/12/2024;0;0;chlorophyll;;;;96;02/04/2025;JLF;
20/12/2024;0;0;microNekton;;;;96;01/07/2025;JLF;
01/01/2025;0;0;current;;;;97;07/10/2024;JLF;
14/01/2025;0;0;compute_energy;;;;16;03/04/2025;JLF;
15/01/2025;0;0;chlorophyll;;;;98;02/04/2025;JLF;
20/01/2025;0;0;microNekton;;;;98;01/07/2025;JLF;
01/02/2025;0;0;current;;;;99;07/10/2024;JLF;
15/02/2025;0;0;chlorophyll;;;;100;02/04/2025;JLF;
20/02/2025;0;0;microNekton;;;;100;01/07/2025;JLF;
01/03/2025;0;0;current;;;;101;07/10/2024;JLF;
15/03/2025;0;0;chlorophyll;;;;102;02/04/2025;JLF;
20/03/2025;0;0;microNekton;;;;102;01/07/2025;JLF;
01/04/2025;0;0;current;;;;103;07/10/2024;JLF;
14/04/2025;0;0;compute_energy;;;;17;03/04/2025;JLF;
15/04/2025;0;0;chlorophyll;;;;104;02/04/2025;JLF;
20/04/2025;0;0;microNekton;;;;104;01/07/2025;JLF;
01/05/2025;0;0;current;;;;105;07/10/2024;JLF;
15/05/2025;0;0;chlorophyll;;;;106;02/04/2025;JLF;
20/05/2025;0;0;microNekton;;;;106;01/07/2025;JLF;
01/06/2025;0;0;current;;;;107;07/10/2024;JLF;
15/06/2025;0;0;chlorophyll;;;;108;02/04/2025;JLF;
20/06/2025;0;0;microNekton;;;;108;01/07/2025;JLF;
01/07/2025;0;0;current;;;;109;07/10/2024;JLF;
14/07/2025;0;0;compute_energy;;;;18;03/04/2025;JLF;
15/07/2025;0;0;chlorophyll;;;;110;02/04/2025;JLF;
20/07/2025;0;0;microNekton;;;;110;01/07/2025;JLF;
01/08/2025;0;0;current;;;;111;07/10/2024;JLF;
15/08/2025;0;0;chlorophyll;;;;112;02/04/2025;JLF;
20/08/2025;0;0;microNekton;;;;112;01/07/2025;JLF;
01/09/2025;0;0;current;;;;113;07/10/2024;JLF;
15/09/2025;0;0;chlorophyll;;;;114;02/04/2025;JLF;
20/09/2025;0;0;microNekton;;;;114;01/07/2025;JLF;
01/10/2025;0;0;current;;;;115;07/10/2024;JLF;
14/10/2025;0;0;compute_energy;;;;19;03/04/2025;JLF;
15/10/2025;0;0;chlorophyll;;;;116;02/04/2025;JLF;
20/10/2025;0;0;microNekton;;;;116;01/07/2025;JLF;
01/11/2025;0;0;current;;;;117;07/10/2024;JLF;
15/11/2025;0;0;chlorophyll;;;;118;02/04/2025;JLF;
20/11/2025;0;0;microNekton;;;;118;01/07/2025;JLF;
01/12/2025;0;0;current;;;;119;07/10/2024;JLF;
15/12/2025;0;0;chlorophyll;;;;120;02/04/2025;JLF;
20/12/2025;0;0;microNekton;;;;120;01/07/2025;JLF;
01/01/2026;0;0;current;;;;121;07/10/2024;JLF;
14/01/2026;0;0;compute_energy;;;;20;03/04/2025;JLF;
15/01/2026;0;0;chlorophyll;;;;122;02/04/2025;JLF;
20/01/2026;0;0;microNekton;;;;122;01/07/2025;JLF;
01/02/2026;0;0;current;;;;123;07/10/2024;JLF;
15/02/2026;0;0;chlorophyll;;;;124;02/04/2025;JLF;
20/02/2026;0;0;microNekton;;;;124;01/07/2025;JLF;
01/03/2026;0;0;current;;;;125;07/10/2024;JLF;
15/03/2026;0;0;chlorophyll;;;;126;02/04/2025;JLF;
20/03/2026;0;0;microNekton;;;;126;01/07/2025;JLF;
01/04/2026;0;0;current;;;;127;07/10/2024;JLF;
14/04/2026;0;0;compute_energy;;;;21;03/04/2025;JLF;
15/04/2026;0;0;chlorophyll;;;;128;02/04/2025;JLF;
20/04/2026;0;0;microNekton;;;;128;01/07/2025;JLF;
01/05/2026;0;0;current;;;;129;07/10/2024;JLF;
15/05/2026;0;0;chlorophyll;;;;130;02/04/2025;JLF;
20/05/2026;0;0;microNekton;;;;130;01/07/2025;JLF;
01/06/2026;0;0;current;;;;131;07/10/2024;JLF;
15/06/2026;0;0;chlorophyll;;;;132;02/04/2025;JLF;
20/06/2026;0;0;microNekton;;;;132;01/07/2025;JLF;
01/07/2026;0;0;current;;;;133;07/10/2024;JLF;
14/07/2026;0;0;compute_energy;;;;22;03/04/2025;JLF;
15/07/2026;0;0;chlorophyll;;;;134;02/04/2025;JLF;
20/07/2026;0;0;microNekton;;;;134;01/07/2025;JLF;
01/08/2026;0;0;current;;;;135;07/10/2024;JLF;
15/08/2026;0;0;chlorophyll;;;;136;02/04/2025;JLF;
20/08/2026;0;0;microNekton;;;;136;01/07/2025;JLF;
01/09/2026;0;0;current;;;;137;07/10/2024;JLF;
15/09/2026;0;0;chlorophyll;;;;138;02/04/2025;JLF;
20/09/2026;0;0;microNekton;;;;138;01/07/2025;JLF;
01/10/2026;0;0;current;;;;139;07/10/2024;JLF;
14/10/2026;0;0;compute_energy;;;;23;03/04/2025;JLF;
15/10/2026;0;0;chlorophyll;;;;140;02/04/2025;JLF;
20/10/2026;0;0;microNekton;;;;140;01/07/2025;JLF;
01/11/2026;0;0;current;;;;141;07/10/2024;JLF;
15/11/2026;0;0;chlorophyll;;;;142;02/04/2025;JLF;
20/11/2026;0;0;microNekton;;;;142;01/07/2025;JLF;
01/12/2026;0;0;current;;;;143;07/10/2024;JLF;
15/12/2026;0;0;chlorophyll;;;;144;02/04/2025;JLF;
20/12/2026;0;0;microNekton;;;;144;01/07/2025;JLF;
01/01/2027;0;0;current;;;;145;24/10/2024;JLF;
14/01/2027;0;0;compute_energy;;;;24;03/04/2025;JLF;
15/01/2027;0;0;chlorophyll;;;;146;02/04/2025;JLF;
20/01/2027;0;0;microNekton;;;;146;01/07/2025;JLF;
01/02/2027;0;0;current;;;;147;24/10/2024;JLF;
15/02/2027;0;0;chlorophyll;;;;148;02/04/2025;JLF;
20/02/2027;0;0;microNekton;;;;148;01/07/2025;JLF;
01/03/2027;0;0;current;;;;149;24/10/2024;JLF;
15/03/2027;0;0;chlorophyll;;;;150;02/04/2025;JLF;
20/03/2027;0;0;microNekton;;;;150;01/07/2025;JLF;
01/04/2027;0;0;current;;;;151;24/10/2024;JLF;
14/04/2027;0;0;compute_energy;;;;25;03/04/2025;JLF;
15/04/2027;0;0;chlorophyll;;;;152;02/04/2025;JLF;
20/04/2027;0;0;microNekton;;;;152;01/07/2025;JLF;
01/05/2027;0;0;current;;;;153;24/10/2024;JLF;
15/05/2027;0;0;chlorophyll;;;;154;02/04/2025;JLF;
20/05/2027;0;0;microNekton;;;;154;01/07/2025;JLF;
01/06/2027;0;0;current;;;;155;24/10/2024;JLF;
15/06/2027;0;0;chlorophyll;;;;156;02/04/2025;JLF;
20/06/2027;0;0;microNekton;;;;156;01/07/2025;JLF;
01/07/2027;0;0;current;;;;157;24/10/2024;JLF;
14/07/2027;0;0;compute_energy;;;;26;03/04/2025;JLF;
15/07/2027;0;0;chlorophyll;;;;158;02/04/2025;JLF;
20/07/2027;0;0;microNekton;;;;158;01/07/2025;JLF;
01/08/2027;0;0;current;;;;159;24/10/2024;JLF;
15/08/2027;0;0;chlorophyll;;;;160;02/04/2025;JLF;
20/08/2027;0;0;microNekton;;;;160;01/07/2025;JLF;
01/09/2027;0;0;current;;;;161;24/10/2024;JLF;
15/09/2027;0;0;chlorophyll;;;;162;02/04/2025;JLF;
20/09/2027;0;0;microNekton;;;;162;01/07/2025;JLF;
01/10/2027;0;0;current;;;;163;24/10/2024;JLF;
14/10/2027;0;0;compute_energy;;;;27;03/04/2025;JLF;
15/10/2027;0;0;chlorophyll;;;;164;02/04/2025;JLF;
20/10/2027;0;0;microNekton;;;;164;01/07/2025;JLF;
01/11/2027;0;0;current;;;;165;24/10/2024;JLF;
15/11/2027;0;0;chlorophyll;;;;166;02/04/2025;JLF;
20/11/2027;0;0;microNekton;;;;166;01/07/2025;JLF;
01/12/2027;0;0;current;;;;167;24/10/2024;JLF;
15/12/2027;0;0;chlorophyll;;;;168;02/04/2025;JLF;
20/12/2027;0;0;microNekton;;;;168;01/07/2025;JLF;
01/01/2028;0;0;current;;;;169;24/10/2024;JLF;
14/01/2028;0;0;compute_energy;;;;28;03/04/2025;JLF;
15/01/2028;0;0;chlorophyll;;;;170;02/04/2025;JLF;
20/01/2028;0;0;microNekton;;;;170;01/07/2025;JLF;
01/02/2028;0;0;current;;;;171;24/10/2024;JLF;
15/02/2028;0;0;chlorophyll;;;;172;02/04/2025;JLF;
20/02/2028;0;0;microNekton;;;;172;01/07/2025;JLF;
01/03/2028;0;0;current;;;;173;24/10/2024;JLF;
15/03/2028;0;0;chlorophyll;;;;174;02/04/2025;JLF;
20/03/2028;0;0;microNekton;;;;174;01/07/2025;JLF;
01/04/2028;0;0;current;;;;175;24/10/2024;JLF;
14/04/2028;0;0;compute_energy;;;;29;03/04/2025;JLF;
15/04/2028;0;0;chlorophyll;;;;176;02/04/2025;JLF;
20/04/2028;0;0;microNekton;;;;176;01/07/2025;JLF;
01/05/2028;0;0;current;;;;177;24/10/2024;JLF;
15/05/2028;0;0;chlorophyll;;;;178;02/04/2025;JLF;
20/05/2028;0;0;microNekton;;;;178;01/07/2025;JLF;
01/06/2028;0;0;current;;;;179;24/10/2024;JLF;
15/06/2028;0;0;chlorophyll;;;;180;02/04/2025;JLF;
20/06/2028;0;0;microNekton;;;;180;01/07/2025;JLF;
01/07/2028;0;0;current;;;;181;24/10/2024;JLF;
14/07/2028;0;0;compute_energy;;;;30;03/04/2025;JLF;
15/07/2028;0;0;chlorophyll;;;;182;02/04/2025;JLF;
20/07/2028;0;0;microNekton;;;;182;01/07/2025;JLF;
01/08/2028;0;0;current;;;;183;24/10/2024;JLF;
15/08/2028;0;0;chlorophyll;;;;184;02/04/2025;JLF;
20/08/2028;0;0;microNekton;;;;184;01/07/2025;JLF;
01/09/2028;0;0;current;;;;185;24/10/2024;JLF;
15/09/2028;0;0;chlorophyll;;;;186;02/04/2025;JLF;
20/09/2028;0;0;microNekton;;;;186;01/07/2025;JLF;
01/10/2028;0;0;current;;;;187;24/10/2024;JLF;
14/10/2028;0;0;compute_energy;;;;31;03/04/2025;JLF;
15/10/2028;0;0;chlorophyll;;;;188;02/04/2025;JLF;
20/10/2028;0;0;microNekton;;;;188;01/07/2025;JLF;
01/11/2028;0;0;current;;;;189;24/10/2024;JLF;
15/11/2028;0;0;chlorophyll;;;;190;02/04/2025;JLF;
20/11/2028;0;0;microNekton;;;;190;01/07/2025;JLF;
01/12/2028;0;0;current;;;;191;24/10/2024;JLF;
15/12/2028;0;0;chlorophyll;;;;192;02/04/2025;JLF;
20/12/2028;0;0;microNekton;;;;192;01/07/2025;JLF;
01/01/2029;0;0;current;;;;193;24/10/2024;JLF;
14/01/2029;0;0;compute_energy;;;;32;03/04/2025;JLF;
15/01/2029;0;0;chlorophyll;;;;194;02/04/2025;JLF;
20/01/2029;0;0;microNekton;;;;194;01/07/2025;JLF;
01/02/2029;0;0;current;;;;195;24/10/2024;JLF;
15/02/2029;0;0;chlorophyll;;;;196;02/04/2025;JLF;
20/02/2029;0;0;microNekton;;;;196;01/07/2025;JLF;
01/03/2029;0;0;current;;;;197;24/10/2024;JLF;
15/03/2029;0;0;chlorophyll;;;;198;02/04/2025;JLF;
20/03/2029;0;0;microNekton;;;;198;01/07/2025;JLF;
01/04/2029;0;0;current;;;;199;24/10/2024;JLF;
14/04/2029;0;0;compute_energy;;;;33;03/04/2025;JLF;
15/04/2029;0;0;chlorophyll;;;;200;02/04/2025;JLF;
20/04/2029;0;0;microNekton;;;;200;01/07/2025;JLF;
01/05/2029;0;0;current;;;;201;24/10/2024;JLF;
15/05/2029;0;0;chlorophyll;;;;202;02/04/2025;JLF;
20/05/2029;0;0;microNekton;;;;202;01/07/2025;JLF;
01/06/2029;0;0;current;;;;203;24/10/2024;JLF;
15/06/2029;0;0;chlorophyll;;;;204;02/04/2025;JLF;
20/06/2029;0;0;microNekton;;;;204;01/07/2025;JLF;
01/07/2029;0;0;current;;;;205;24/10/2024;JLF;
14/07/2029;0;0;compute_energy;;;;34;03/04/2025;JLF;
15/07/2029;0;0;chlorophyll;;;;206;02/04/2025;JLF;
20/07/2029;0;0;microNekton;;;;206;01/07/2025;JLF;
01/08/2029;0;0;current;;;;207;24/10/2024;JLF;
15/08/2029;0;0;chlorophyll;;;;208;02/04/2025;JLF;
20/08/2029;0;0;microNekton;;;;208;01/07/2025;JLF;
01/09/2029;0;0;current;;;;209;24/10/2024;JLF;
15/09/2029;0;0;chlorophyll;;;;210;02/04/2025;JLF;
20/09/2029;0;0;microNekton;;;;210;01/07/2025;JLF;
01/10/2029;0;0;current;;;;211;24/10/2024;JLF;
14/10/2029;0;0;compute_energy;;;;35;03/04/2025;JLF;
15/10/2029;0;0;chlorophyll;;;;212;02/04/2025;JLF;
20/10/2029;0;0;microNekton;;;;212;01/07/2025;JLF;
01/11/2029;0;0;current;;;;213;24/10/2024;JLF;
15/11/2029;0;0;chlorophyll;;;;214;02/04/2025;JLF;
20/11/2029;0;0;microNekton;;;;214;01/07/2025;JLF;
01/12/2029;0;0;current;;;;215;24/10/2024;JLF;
15/12/2029;0;0;chlorophyll;;;;216;02/04/2025;JLF;
20/12/2029;0;0;microNekton;;;;216;01/07/2025;JLF;
01/01/2030;0;0;current;;;;217;24/10/2024;JLF;
14/01/2030;0;0;compute_energy;;;;36;03/04/2025;JLF;
15/01/2030;0;0;chlorophyll;;;;218;02/04/2025;JLF;
20/01/2030;0;0;microNekton;;;;218;01/07/2025;JLF;
01/02/2030;0;0;current;;;;219;24/10/2024;JLF;
15/02/2030;0;0;chlorophyll;;;;220;02/04/2025;JLF;
20/02/2030;0;0;microNekton;;;;220;01/07/2025;JLF;
01/03/2030;0;0;current;;;;221;24/10/2024;JLF;
15/03/2030;0;0;chlorophyll;;;;222;02/04/2025;JLF;
20/03/2030;0;0;microNekton;;;;222;01/07/2025;JLF;
01/04/2030;0;0;current;;;;223;24/10/2024;JLF;
14/04/2030;0;0;compute_energy;;;;37;03/04/2025;JLF;
15/04/2030;0;0;chlorophyll;;;;224;02/04/2025;JLF;
20/04/2030;0;0;microNekton;;;;224;01/07/2025;JLF;
01/05/2030;0;0;current;;;;225;24/10/2024;JLF;
15/05/2030;0;0;chlorophyll;;;;226;02/04/2025;JLF;
20/05/2030;0;0;microNekton;;;;226;01/07/2025;JLF;
01/06/2030;0;0;current;;;;227;24/10/2024;JLF;
15/06/2030;0;0;chlorophyll;;;;228;02/04/2025;JLF;
20/06/2030;0;0;microNekton;;;;228;01/07/2025;JLF;
01/07/2030;0;0;current;;;;229;24/10/2024;JLF;
14/07/2030;0;0;compute_energy;;;;38;03/04/2025;JLF;
