DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;
15/07/2030;0;0;chlorophyll;;;;230;02/04/2025;JLF;
20/07/2030;0;0;microNekton;;;;230;01/07/2025;JLF;
01/08/2030;0;0;current;;;;231;24/10/2024;JLF;
15/08/2030;0;0;chlorophyll;;;;232;02/04/2025;JLF;
20/08/2030;0;0;microNekton;;;;232;01/07/2025;JLF;
01/09/2030;0;0;current;;;;233;24/10/2024;JLF;
15/09/2030;0;0;chlorophyll;;;;234;02/04/2025;JLF;
20/09/2030;0;0;microNekton;;;;234;01/07/2025;JLF;
01/10/2030;0;0;current;;;;235;24/10/2024;JLF;
14/10/2030;0;0;compute_energy;;;;39;03/04/2025;JLF;
15/10/2030;0;0;chlorophyll;;;;236;02/04/2025;JLF;
20/10/2030;0;0;microNekton;;;;236;01/07/2025;JLF;
01/11/2030;0;0;current;;;;237;24/10/2024;JLF;
15/11/2030;0;0;chlorophyll;;;;238;02/04/2025;JLF;
20/11/2030;0;0;microNekton;;;;238;01/07/2025;JLF;
01/12/2030;0;0;current;;;;239;24/10/2024;JLF;
15/12/2030;0;0;chlorophyll;;;;240;02/04/2025;JLF;
20/12/2030;0;0;microNekton;;;;240;01/07/2025;JLF;
01/01/2031;0;0;current;;;;241;24/10/2024;JLF;
14/01/2031;0;0;compute_energy;;;;40;03/04/2025;JLF;
15/01/2031;0;0;chlorophyll;;;;242;02/04/2025;JLF;
20/01/2031;0;0;microNekton;;;;242;01/07/2025;JLF;
01/02/2031;0;0;current;;;;243;24/10/2024;JLF;
15/02/2031;0;0;chlorophyll;;;;244;02/04/2025;JLF;
20/02/2031;0;0;microNekton;;;;244;01/07/2025;JLF;
01/03/2031;0;0;current;;;;245;24/10/2024;JLF;
15/03/2031;0;0;chlorophyll;;;;246;02/04/2025;JLF;
20/03/2031;0;0;microNekton;;;;246;01/07/2025;JLF;
01/04/2031;0;0;current;;;;247;24/10/2024;JLF;
14/04/2031;0;0;compute_energy;;;;41;03/04/2025;JLF;
15/04/2031;0;0;chlorophyll;;;;248;02/04/2025;JLF;
20/04/2031;0;0;microNekton;;;;248;01/07/2025;JLF;
01/05/2031;0;0;current;;;;249;24/10/2024;JLF;
15/05/2031;0;0;chlorophyll;;;;250;02/04/2025;JLF;
20/05/2031;0;0;microNekton;;;;250;01/07/2025;JLF;
01/06/2031;0;0;current;;;;251;24/10/2024;JLF;
15/06/2031;0;0;chlorophyll;;;;252;02/04/2025;JLF;
20/06/2031;0;0;microNekton;;;;252;01/07/2025;JLF;
01/07/2031;0;0;current;;;;253;24/10/2024;JLF;
14/07/2031;0;0;compute_energy;;;;42;03/04/2025;JLF;
15/07/2031;0;0;chlorophyll;;;;254;02/04/2025;JLF;
20/07/2031;0;0;microNekton;;;;254;01/07/2025;JLF;
01/08/2031;0;0;current;;;;255;24/10/2024;JLF;
15/08/2031;0;0;chlorophyll;;;;256;02/04/2025;JLF;
20/08/2031;0;0;microNekton;;;;256;01/07/2025;JLF;
01/09/2031;0;0;current;;;;257;24/10/2024;JLF;
15/09/2031;0;0;chlorophyll;;;;258;02/04/2025;JLF;
20/09/2031;0;0;microNekton;;;;258;01/07/2025;JLF;
01/10/2031;0;0;current;;;;259;24/10/2024;JLF;
14/10/2031;0;0;compute_energy;;;;43;03/04/2025;JLF;
15/10/2031;0;0;chlorophyll;;;;260;02/04/2025;JLF;
20/10/2031;0;0;microNekton;;;;260;01/07/2025;JLF;
01/11/2031;0;0;current;;;;261;24/10/2024;JLF;
15/11/2031;0;0;chlorophyll;;;;262;02/04/2025;JLF;
20/11/2031;0;0;microNekton;;;;262;01/07/2025;JLF;
01/12/2031;0;0;current;;;;263;24/10/2024;JLF;
15/12/2031;0;0;chlorophyll;;;;264;02/04/2025;JLF;
20/12/2031;0;0;microNekton;;;;264;01/07/2025;JLF;
01/01/2032;0;0;current;;;;265;24/10/2024;JLF;
14/01/2032;0;0;compute_energy;;;;44;03/04/2025;JLF;
15/01/2032;0;0;chlorophyll;;;;266;02/04/2025;JLF;
20/01/2032;0;0;microNekton;;;;266;01/07/2025;JLF;
01/02/2032;0;0;current;;;;267;24/10/2024;JLF;
15/02/2032;0;0;chlorophyll;;;;268;02/04/2025;JLF;
20/02/2032;0;0;microNekton;;;;268;01/07/2025;JLF;
01/03/2032;0;0;current;;;;269;24/10/2024;JLF;
15/03/2032;0;0;chlorophyll;;;;270;02/04/2025;JLF;
20/03/2032;0;0;microNekton;;;;270;01/07/2025;JLF;
01/04/2032;0;0;current;;;;271;24/10/2024;JLF;
14/04/2032;0;0;compute_energy;;;;45;03/04/2025;JLF;
15/04/2032;0;0;chlorophyll;;;;272;02/04/2025;JLF;
20/04/2032;0;0;microNekton;;;;272;01/07/2025;JLF;
01/05/2032;0;0;current;;;;273;24/10/2024;JLF;
15/05/2032;0;0;chlorophyll;;;;274;02/04/2025;JLF;
20/05/2032;0;0;microNekton;;;;274;01/07/2025;JLF;
01/06/2032;0;0;current;;;;275;24/10/2024;JLF;
15/06/2032;0;0;chlorophyll;;;;276;02/04/2025;JLF;
20/06/2032;0;0;microNekton;;;;276;01/07/2025;JLF;
01/07/2032;0;0;current;;;;277;24/10/2024;JLF;
14/07/2032;0;0;compute_energy;;;;46;03/04/2025;JLF;
15/07/2032;0;0;chlorophyll;;;;278;02/04/2025;JLF;
20/07/2032;0;0;microNekton;;;;278;01/07/2025;JLF;
01/08/2032;0;0;current;;;;279;24/10/2024;JLF;
15/08/2032;0;0;chlorophyll;;;;280;02/04/2025;JLF;
20/08/2032;0;0;microNekton;;;;280;01/07/2025;JLF;
01/09/2032;0;0;current;;;;281;24/10/2024;JLF;
15/09/2032;0;0;chlorophyll;;;;282;02/04/2025;JLF;
20/09/2032;0;0;microNekton;;;;282;01/07/2025;JLF;
01/10/2032;0;0;current;;;;283;24/10/2024;JLF;
14/10/2032;0;0;compute_energy;;;;47;03/04/2025;JLF;
15/10/2032;0;0;chlorophyll;;;;284;02/04/2025;JLF;
20/10/2032;0;0;microNekton;;;;284;01/07/2025;JLF;
01/11/2032;0;0;current;;;;285;24/10/2024;JLF;
15/11/2032;0;0;chlorophyll;;;;286;02/04/2025;JLF;
20/11/2032;0;0;microNekton;;;;286;01/07/2025;JLF;
01/12/2032;0;0;current;;;;287;24/10/2024;JLF;
15/12/2032;0;0;chlorophyll;;;;288;02/04/2025;JLF;
20/12/2032;0;0;microNekton;;;;288;01/07/2025;JLF;
01/01/2033;0;0;current;;;;289;24/10/2024;JLF;
14/01/2033;0;0;compute_energy;;;;48;03/04/2025;JLF;
15/01/2033;0;0;chlorophyll;;;;290;02/04/2025;JLF;
20/01/2033;0;0;microNekton;;;;290;01/07/2025;JLF;
01/02/2033;0;0;current;;;;291;24/10/2024;JLF;
15/02/2033;0;0;chlorophyll;;;;292;02/04/2025;JLF;
20/02/2033;0;0;microNekton;;;;292;01/07/2025;JLF;
01/03/2033;0;0;current;;;;293;24/10/2024;JLF;
15/03/2033;0;0;chlorophyll;;;;294;02/04/2025;JLF;
20/03/2033;0;0;microNekton;;;;294;01/07/2025;JLF;
01/04/2033;0;0;current;;;;295;24/10/2024;JLF;
14/04/2033;0;0;compute_energy;;;;49;03/04/2025;JLF;
15/04/2033;0;0;chlorophyll;;;;296;02/04/2025;JLF;
20/04/2033;0;0;microNekton;;;;296;01/07/2025;JLF;
01/05/2033;0;0;current;;;;297;24/10/2024;JLF;
15/05/2033;0;0;chlorophyll;;;;298;02/04/2025;JLF;
20/05/2033;0;0;microNekton;;;;298;01/07/2025;JLF;
01/06/2033;0;0;current;;;;299;24/10/2024;JLF;
15/06/2033;0;0;chlorophyll;;;;300;02/04/2025;JLF;
20/06/2033;0;0;microNekton;;;;300;01/07/2025;JLF;
01/07/2033;0;0;current;;;;301;24/10/2024;JLF;
14/07/2033;0;0;compute_energy;;;;50;03/04/2025;JLF;
15/07/2033;0;0;chlorophyll;;;;302;02/04/2025;JLF;
20/07/2033;0;0;microNekton;;;;302;01/07/2025;JLF;
01/08/2033;0;0;current;;;;303;24/10/2024;JLF;
15/08/2033;0;0;chlorophyll;;;;304;02/04/2025;JLF;
20/08/2033;0;0;microNekton;;;;304;01/07/2025;JLF;
01/09/2033;0;0;current;;;;305;24/10/2024;JLF;
15/09/2033;0;0;chlorophyll;;;;306;02/04/2025;JLF;
20/09/2033;0;0;microNekton;;;;306;01/07/2025;JLF;
01/10/2033;0;0;current;;;;307;24/10/2024;JLF;
14/10/2033;0;0;compute_energy;;;;51;03/04/2025;JLF;
15/10/2033;0;0;chlorophyll;;;;308;02/04/2025;JLF;
20/10/2033;0;0;microNekton;;;;308;01/07/2025;JLF;
01/11/2033;0;0;current;;;;309;24/10/2024;JLF;
15/11/2033;0;0;chlorophyll;;;;310;02/04/2025;JLF;
20/11/2033;0;0;microNekton;;;;310;01/07/2025;JLF;
01/12/2033;0;0;current;;;;311;24/10/2024;JLF;
15/12/2033;0;0;chlorophyll;;;;312;02/04/2025;JLF;
20/12/2033;0;0;microNekton;;;;312;01/07/2025;JLF;
01/01/2034;0;0;current;;;;313;24/10/2024;JLF;
14/01/2034;0;0;compute_energy;;;;52;03/04/2025;JLF;
15/01/2034;0;0;chlorophyll;;;;314;02/04/2025;JLF;
20/01/2034;0;0;microNekton;;;;314;01/07/2025;JLF;
01/02/2034;0;0;current;;;;315;24/10/2024;JLF;
15/02/2034;0;0;chlorophyll;;;;316;02/04/2025;JLF;
20/02/2034;0;0;microNekton;;;;316;01/07/2025;JLF;
01/03/2034;0;0;current;;;;317;24/10/2024;JLF;
15/03/2034;0;0;chlorophyll;;;;318;02/04/2025;JLF;
20/03/2034;0;0;microNekton;;;;318;01/07/2025;JLF;
01/04/2034;0;0;current;;;;319;24/10/2024;JLF;
14/04/2034;0;0;compute_energy;;;;53;03/04/2025;JLF;
15/04/2034;0;0;chlorophyll;;;;320;02/04/2025;JLF;
20/04/2034;0;0;microNekton;;;;320;01/07/2025;JLF;
01/05/2034;0;0;current;;;;321;24/10/2024;JLF;
15/05/2034;0;0;chlorophyll;;;;322;02/04/2025;JLF;
20/05/2034;0;0;microNekton;;;;322;01/07/2025;JLF;
01/06/2034;0;0;current;;;;323;24/10/2024;JLF;
15/06/2034;0;0;chlorophyll;;;;324;02/04/2025;JLF;
20/06/2034;0;0;microNekton;;;;324;01/07/2025;JLF;
01/07/2034;0;0;current;;;;325;24/10/2024;JLF;
14/07/2034;0;0;compute_energy;;;;54;03/04/2025;JLF;
15/07/2034;0;0;chlorophyll;;;;326;02/04/2025;JLF;
20/07/2034;0;0;microNekton;;;;326;01/07/2025;JLF;
01/08/2034;0;0;current;;;;327;24/10/2024;JLF;
15/08/2034;0;0;chlorophyll;;;;328;02/04/2025;JLF;
20/08/2034;0;0;microNekton;;;;328;01/07/2025;JLF;
01/09/2034;0;0;current;;;;329;24/10/2024;JLF;
15/09/2034;0;0;chlorophyll;;;;330;02/04/2025;JLF;
20/09/2034;0;0;microNekton;;;;330;01/07/2025;JLF;
01/10/2034;0;0;current;;;;331;24/10/2024;JLF;
14/10/2034;0;0;compute_energy;;;;55;03/04/2025;JLF;
15/10/2034;0;0;chlorophyll;;;;332;02/04/2025;JLF;
20/10/2034;0;0;microNekton;;;;332;01/07/2025;JLF;
01/11/2034;0;0;current;;;;333;24/10/2024;JLF;
15/11/2034;0;0;chlorophyll;;;;334;02/04/2025;JLF;
20/11/2034;0;0;microNekton;;;;334;01/07/2025;JLF;
01/12/2034;0;0;current;;;;335;24/10/2024;JLF;
15/12/2034;0;0;chlorophyll;;;;336;02/04/2025;JLF;
20/12/2034;0;0;microNekton;;;;336;01/07/2025;JLF;
01/01/2035;0;0;current;;;;337;24/10/2024;JLF;
14/01/2035;0;0;compute_energy;;;;56;03/04/2025;JLF;
15/01/2035;0;0;chlorophyll;;;;338;02/04/2025;JLF;
20/01/2035;0;0;microNekton;;;;338;01/07/2025;JLF;
01/02/2035;0;0;current;;;;339;24/10/2024;JLF;
15/02/2035;0;0;chlorophyll;;;;340;02/04/2025;JLF;
20/02/2035;0;0;microNekton;;;;340;01/07/2025;JLF;
01/03/2035;0;0;current;;;;341;24/10/2024;JLF;
15/03/2035;0;0;chlorophyll;;;;342;02/04/2025;JLF;
20/03/2035;0;0;microNekton;;;;342;01/07/2025;JLF;
01/04/2035;0;0;current;;;;343;24/10/2024;JLF;
14/04/2035;0;0;compute_energy;;;;57;03/04/2025;JLF;
15/04/2035;0;0;chlorophyll;;;;344;02/04/2025;JLF;
20/04/2035;0;0;microNekton;;;;344;01/07/2025;JLF;
01/05/2035;0;0;current;;;;345;24/10/2024;JLF;
15/05/2035;0;0;chlorophyll;;;;346;02/04/2025;JLF;
20/05/2035;0;0;microNekton;;;;346;01/07/2025;JLF;
01/06/2035;0;0;current;;;;347;24/10/2024;JLF;
15/06/2035;0;0;chlorophyll;;;;348;02/04/2025;JLF;
20/06/2035;0;0;microNekton;;;;348;01/07/2025;JLF;
01/07/2035;0;0;current;;;;349;24/10/2024;JLF;
14/07/2035;0;0;compute_energy;;;;58;03/04/2025;JLF;
15/07/2035;0;0;chlorophyll;;;;350;02/04/2025;JLF;
20/07/2035;0;0;microNekton;;;;350;01/07/2025;JLF;
01/08/2035;0;0;current;;;;351;24/10/2024;JLF;
15/08/2035;0;0;chlorophyll;;;;352;02/04/2025;JLF;
20/08/2035;0;0;microNekton;;;;352;01/07/2025;JLF;
01/09/2035;0;0;current;;;;353;24/10/2024;JLF;
15/09/2035;0;0;chlorophyll;;;;354;02/04/2025;JLF;
20/09/2035;0;0;microNekton;;;;354;01/07/2025;JLF;
01/10/2035;0;0;current;;;;355;24/10/2024;JLF;
14/10/2035;0;0;compute_energy;;;;59;03/04/2025;JLF;
15/10/2035;0;0;chlorophyll;;;;356;02/04/2025;JLF;
20/10/2035;0;0;microNekton;;;;356;01/07/2025;JLF;
01/11/2035;0;0;current;;;;357;24/10/2024;JLF;
15/11/2035;0;0;chlorophyll;;;;358;02/04/2025;JLF;
20/11/2035;0;0;microNekton;;;;358;01/07/2025;JLF;
01/12/2035;0;0;current;;;;359;24/10/2024;JLF;
15/12/2035;0;0;chlorophyll;;;;360;02/04/2025;JLF;
20/12/2035;0;0;microNekton;;;;360;01/07/2025;JLF;
01/01/2036;0;0;current;;;;361;24/10/2024;JLF;
14/01/2036;0;0;compute_energy;;;;60;03/04/2025;JLF;
15/01/2036;0;0;chlorophyll;;;;362;02/04/2025;JLF;
20/01/2036;0;0;microNekton;;;;362;01/07/2025;JLF;
01/02/2036;0;0;current;;;;363;24/10/2024;JLF;
15/02/2036;0;0;chlorophyll;;;;364;02/04/2025;JLF;
20/02/2036;0;0;microNekton;;;;364;01/07/2025;JLF;
01/03/2036;0;0;current;;;;365;24/10/2024;JLF;
15/03/2036;0;0;chlorophyll;;;;366;02/04/2025;JLF;
20/03/2036;0;0;microNekton;;;;366;01/07/2025;JLF;
01/04/2036;0;0;current;;;;367;24/10/2024;JLF;
14/04/2036;0;0;compute_energy;;;;61;03/04/2025;JLF;
15/04/2036;0;0;chlorophyll;;;;368;02/04/2025;JLF;
20/04/2036;0;0;microNekton;;;;368;01/07/2025;JLF;
01/05/2036;0;0;current;;;;369;24/10/2024;JLF;
15/05/2036;0;0;chlorophyll;;;;370;02/04/2025;JLF;
20/05/2036;0;0;microNekton;;;;370;01/07/2025;JLF;
01/06/2036;0;0;current;;;;371;24/10/2024;JLF;
15/06/2036;0;0;chlorophyll;;;;372;02/04/2025;JLF;
20/06/2036;0;0;microNekton;;;;372;01/07/2025;JLF;
01/07/2036;0;0;current;;;;373;24/10/2024;JLF;
14/07/2036;0;0;compute_energy;;;;62;03/04/2025;JLF;
15/07/2036;0;0;chlorophyll;;;;374;02/04/2025;JLF;
20/07/2036;0;0;microNekton;;;;374;01/07/2025;JLF;
01/08/2036;0;0;current;;;;375;24/10/2024;JLF;
15/08/2036;0;0;chlorophyll;;;;376;02/04/2025;JLF;
20/08/2036;0;0;microNekton;;;;376;01/07/2025;JLF;
01/09/2036;0;0;current;;;;377;24/10/2024;JLF;
15/09/2036;0;0;chlorophyll;;;;378;02/04/2025;JLF;
20/09/2036;0;0;microNekton;;;;378;01/07/2025;JLF;
01/10/2036;0;0;current;;;;379;24/10/2024;JLF;
14/10/2036;0;0;compute_energy;;;;63;03/04/2025;JLF;
15/10/2036;0;0;chlorophyll;;;;380;02/04/2025;JLF;
20/10/2036;0;0;microNekton;;;;380;01/07/2025;JLF;
01/11/2036;0;0;current;;;;381;24/10/2024;JLF;
15/11/2036;0;0;chlorophyll;;;;382;02/04/2025;JLF;
20/11/2036;0;0;microNekton;;;;382;01/07/2025;JLF;
01/12/2036;0;0;current;;;;383;24/10/2024;JLF;
15/12/2036;0;0;chlorophyll;;;;384;02/04/2025;JLF;
20/12/2036;0;0;microNekton;;;;384;01/07/2025;JLF;
01/01/2037;0;0;current;;;;385;24/10/2024;JLF;
14/01/2037;0;0;compute_energy;;;;64;03/04/2025;JLF;
15/01/2037;0;0;chlorophyll;;;;386;02/04/2025;JLF;
20/01/2037;0;0;microNekton;;;;386;01/07/2025;JLF;
01/02/2037;0;0;current;;;;387;24/10/2024;JLF;
15/02/2037;0;0;chlorophyll;;;;388;02/04/2025;JLF;
20/02/2037;0;0;microNekton;;;;388;01/07/2025;JLF;
01/03/2037;0;0;current;;;;389;24/10/2024;JLF;
15/03/2037;0;0;chlorophyll;;;;390;02/04/2025;JLF;
20/03/2037;0;0;microNekton;;;;390;01/07/2025;JLF;
01/04/2037;0;0;current;;;;391;24/10/2024;JLF;
14/04/2037;0;0;compute_energy;;;;65;03/04/2025;JLF;
15/04/2037;0;0;chlorophyll;;;;392;02/04/2025;JLF;
20/04/2037;0;0;microNekton;;;;392;01/07/2025;JLF;
01/05/2037;0;0;current;;;;393;24/10/2024;JLF;
15/05/2037;0;0;chlorophyll;;;;394;02/04/2025;JLF;
20/05/2037;0;0;microNekton;;;;394;01/07/2025;JLF;
01/06/2037;0;0;current;;;;395;24/10/2024;JLF;
15/06/2037;0;0;chlorophyll;;;;396;02/04/2025;JLF;
20/06/2037;0;0;microNekton;;;;396;01/07/2025;JLF;
01/07/2037;0;0;current;;;;397;24/10/2024;JLF;
14/07/2037;0;0;compute_energy;;;;66;03/04/2025;JLF;
15/07/2037;0;0;chlorophyll;;;;398;02/04/2025;JLF;
20/07/2037;0;0;microNekton;;;;398;01/07/2025;JLF;
01/08/2037;0;0;current;;;;399;24/10/2024;JLF;
15/08/2037;0;0;chlorophyll;;;;400;02/04/2025;JLF;
20/08/2037;0;0;microNekton;;;;400;01/07/2025;JLF;
01/09/2037;0;0;current;;;;401;24/10/2024;JLF;
15/09/2037;0;0;chlorophyll;;;;402;02/04/2025;JLF;
20/09/2037;0;0;microNekton;;;;402;01/07/2025;JLF;
01/10/2037;0;0;current;;;;403;24/10/2024;JLF;
14/10/2037;0;0;compute_energy;;;;67;03/04/2025;JLF;
15/10/2037;0;0;chlorophyll;;;;404;02/04/2025;JLF;
20/10/2037;0;0;microNekton;;;;404;01/07/2025;JLF;
01/11/2037;0;0;current;;;;405;24/10/2024;JLF;
15/11/2037;0;0;chlorophyll;;;;406;02/04/2025;JLF;
20/11/2037;0;0;microNekton;;;;406;01/07/2025;JLF;
01/12/2037;0;0;current;;;;407;24/10/2024;JLF;
15/12/2037;0;0;chlorophyll;;;;408;02/04/2025;JLF;
20/12/2037;0;0;microNekton;;;;408;01/07/2025;JLF;
01/01/2038;0;0;current;;;;409;24/10/2024;JLF;
14/01/2038;0;0;compute_energy;;;;68;03/04/2025;JLF;
15/01/2038;0;0;chlorophyll;;;;410;02/04/2025;JLF;
20/01/2038;0;0;microNekton;;;;410;01/07/2025;JLF;
01/02/2038;0;0;current;;;;411;24/10/2024;JLF;
15/02/2038;0;0;chlorophyll;;;;412;02/04/2025;JLF;
20/02/2038;0;0;microNekton;;;;412;01/07/2025;JLF;
01/03/2038;0;0;current;;;;413;24/10/2024;JLF;
15/03/2038;0;0;chlorophyll;;;;414;02/04/2025;JLF;
20/03/2038;0;0;microNekton;;;;414;01/07/2025;JLF;
01/04/2038;0;0;current;;;;415;24/10/2024;JLF;
14/04/2038;0;0;compute_energy;;;;69;03/04/2025;JLF;
15/04/2038;0;0;chlorophyll;;;;416;02/04/2025;JLF;
20/04/2038;0;0;microNekton;;;;416;01/07/2025;JLF;
01/05/2038;0;0;current;;;;417;24/10/2024;JLF;
15/05/2038;0;0;chlorophyll;;;;418;02/04/2025;JLF;
20/05/2038;0;0;microNekton;;;;418;01/07/2025;JLF;
01/06/2038;0;0;current;;;;419;24/10/2024;JLF;
15/06/2038;0;0;chlorophyll;;;;420;02/04/2025;JLF;
20/06/2038;0;0;microNekton;;;;420;01/07/2025;JLF;
01/07/2038;0;0;current;;;;421;24/10/2024;JLF;
14/07/2038;0;0;compute_energy;;;;70;03/04/2025;JLF;
15/07/2038;0;0;chlorophyll;;;;422;02/04/2025;JLF;
20/07/2038;0;0;microNekton;;;;422;01/07/2025;JLF;
01/08/2038;0;0;current;;;;423;24/10/2024;JLF;
15/08/2038;0;0;chlorophyll;;;;424;02/04/2025;JLF;
20/08/2038;0;0;microNekton;;;;424;01/07/2025;JLF;
01/09/2038;0;0;current;;;;425;24/10/2024;JLF;
15/09/2038;0;0;chlorophyll;;;;426;02/04/2025;JLF;
20/09/2038;0;0;microNekton;;;;426;01/07/2025;JLF;
01/10/2038;0;0;current;;;;427;24/10/2024;JLF;
14/10/2038;0;0;compute_energy;;;;71;03/04/2025;JLF;
15/10/2038;0;0;chlorophyll;;;;428;02/04/2025;JLF;
20/10/2038;0;0;microNekton;;;;428;01/07/2025;JLF;
01/11/2038;0;0;current;;;;429;24/10/2024;JLF;
15/11/2038;0;0;chlorophyll;;;;430;02/04/2025;JLF;
20/11/2038;0;0;microNekton;;;;430;01/07/2025;JLF;
01/12/2038;0;0;current;;;;431;24/10/2024;JLF;
15/12/2038;0;0;chlorophyll;;;;432;02/04/2025;JLF;
20/12/2038;0;0;microNekton;;;;432;01/07/2025;JLF;
01/01/2039;0;0;current;;;;433;24/10/2024;JLF;
14/01/2039;0;0;compute_energy;;;;72;03/04/2025;JLF;
15/01/2039;0;0;chlorophyll;;;;434;02/04/2025;JLF;
20/01/2039;0;0;microNekton;;;;434;01/07/2025;JLF;
01/02/2039;0;0;current;;;;435;24/10/2024;JLF;
15/02/2039;0;0;chlorophyll;;;;436;02/04/2025;JLF;
20/02/2039;0;0;microNekton;;;;436;01/07/2025;JLF;
01/03/2039;0;0;current;;;;437;24/10/2024;JLF;
15/03/2039;0;0;chlorophyll;;;;438;02/04/2025;JLF;
20/03/2039;0;0;microNekton;;;;438;01/07/2025;JLF;
01/04/2039;0;0;current;;;;439;24/10/2024;JLF;
14/04/2039;0;0;compute_energy;;;;73;03/04/2025;JLF;
15/04/2039;0;0;chlorophyll;;;;440;02/04/2025;JLF;
20/04/2039;0;0;microNekton;;;;440;01/07/2025;JLF;
01/05/2039;0;0;current;;;;441;24/10/2024;JLF;
15/05/2039;0;0;chlorophyll;;;;442;02/04/2025;JLF;
20/05/2039;0;0;microNekton;;;;442;01/07/2025;JLF;
01/06/2039;0;0;current;;;;443;24/10/2024;JLF;
15/06/2039;0;0;chlorophyll;;;;444;02/04/2025;JLF;
20/06/2039;0;0;microNekton;;;;444;01/07/2025;JLF;
01/07/2039;0;0;current;;;;445;24/10/2024;JLF;
14/07/2039;0;0;compute_energy;;;;74;03/04/2025;JLF;
15/07/2039;0;0;chlorophyll;;;;446;02/04/2025;JLF;
20/07/2039;0;0;microNekton;;;;446;01/07/2025;JLF;
01/08/2039;0;0;current;;;;447;24/10/2024;JLF;
15/08/2039;0;0;chlorophyll;;;;448;02/04/2025;JLF;
20/08/2039;0;0;microNekton;;;;448;01/07/2025;JLF;
01/09/2039;0;0;current;;;;449;24/10/2024;JLF;
15/09/2039;0;0;chlorophyll;;;;450;02/04/2025;JLF;
20/09/2039;0;0;microNekton;;;;450;01/07/2025;JLF;
01/10/2039;0;0;current;;;;451;24/10/2024;JLF;
14/10/2039;0;0;compute_energy;;;;75;03/04/2025;JLF;
15/10/2039;0;0;chlorophyll;;;;452;02/04/2025;JLF;
20/10/2039;0;0;microNekton;;;;452;01/07/2025;JLF;
01/11/2039;0;0;current;;;;453;24/10/2024;JLF;
15/11/2039;0;0;chlorophyll;;;;454;02/04/2025;JLF;
20/11/2039;0;0;microNekton;;;;454;01/07/2025;JLF;
01/12/2039;0;0;current;;;;455;24/10/2024;JLF;
15/12/2039;0;0;chlorophyll;;;;456;02/04/2025;JLF;
20/12/2039;0;0;microNekton;;;;456;01/07/2025;JLF;
01/01/2040;0;0;current;;;;457;24/10/2024;JLF;
14/01/2040;0;0;compute_energy;;;;76;03/04/2025;JLF;
